PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
-2983020546,19218247,23,2019-10-26T03:06:00,"300 Block Mc Kinley St Pittsburgh, PA 15210",Y,Knoxville,3,PUBLIC DRUNKENESS,5505 Public Drunkenness,3001,3,5,-79.9939695690564,40.4091024532724
214250114,19219593,21,2019-10-27T23:45:00,"800 Block Allegheny Ave Pittsburgh, PA 15233",Y,Chateau,1,DUI - GENERAL IMPAIRMENT,3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16% / 3714 Careless Driving / 3802(a)(1) DUI - General Impairment,2108,1,1,-80.0184036579601,40.4509349301801
214251469,19219649,0,2019-10-28T01:45:00,"3300 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,99,9999 9999 - (Misc. Incident): ,1609,,,0,0
213398424,19209514,27,2019-10-13T21:00:00,"4100 Block Butler St Pittsburgh, PA 15201",N,Central Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,901,7,2,-79.9610801855943,40.4694108081574
213881390,19215297,27,2019-10-22T02:40:00,"2800 Block Ardsley Ave Pittsburgh, PA 15226",N,Brookline,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1918,4,5,-80.0245598404186,40.3912555277787
213882433,19215289,5,2019-10-22T02:31:00,"1600 Block Eckert St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,BURGLARY,"3502 Burglary. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 13(a)(32) Paraphernalia - Use or Possession / 5126 Flight to Avoid Apprehension, Trial or Punishment.",2715,1,1,-80.0355659720472,40.471805513519
-3319002518,19215611,0,2019-10-22T15:31:00,"5th Ave & Shady Ave Pittsburgh, PA 15206",N,Shadyside,4,99,9999 9999 - (Misc. Incident): ,708,8,3,-79.9207158563846,40.452902087372
213945824,19215767,0,2019-10-22T18:31:00,"6500 Block Dalzell Pl Pittsburgh, PA 15217",N,Squirrel Hill North,4,99,9998 Overdose Other,1403,8,3,-79.9168854905194,40.4414559664001
213949851,19215625,6,2019-10-20T01:18:00,"1100 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1702,3,3,-79.98734686776,40.428644561289
213953530,19215743,6,2019-10-22T15:00:00,"200 Block Walter St Pittsburgh, PA 15210",N,Allentown,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1803,3,5,-79.9947659297372,40.4207797121535
212974965,19204674,18,2019-10-08T00:38:00,"7600 Block Frankstown Ave Pittsburgh, PA 15221",Y,Homewood South,5,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 3334 Turning Movements and Required Signals.,1304,9,2,-79.8899923158022,40.4559504015838
212987327,19204816,6,2019-10-08T07:00:00,"500 Block Climax St Pittsburgh, PA 15210",N,Beltzhoover,3,THEFT FROM AUTO,3934 Theft from Vehicle,1809,3,5,-79.9986656578255,40.4198851587927
212987780,19204831,6,2019-10-08T07:00:00,"500 Block Climax St Pittsburgh, PA 15210",N,Beltzhoover,3,THEFT FROM AUTO,3934 Theft from Vehicle,1809,3,5,-79.9986656578255,40.4198851587927
-3249011475,19020484,14,2019-10-07T17:15:00,"700 Block Berkshire Ave Pittsburgh, PA 15226",N,Brookline,6,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 903 Criminal Conspiracy.,1918,4,5,-80.0223900022563,40.3939876492849
213024191,19204175,14,2019-10-05T18:12:00,"4900 Block PENN Ave Pittsburgh, PA 15224",N,Bloomfield,5,CRIM MISCHIEF,3304 Criminal Mischief.,809,7,2,-79.9448703874501,40.464954026381
213214683,19206586,10,2019-10-10T04:00:00,"100 Block Rhine Pl Pittsburgh, PA 15212",N,Spring Hill-City View,1,HARRASSMENT,2709(a) Harassment.,2620,1,1,-79.9920418451489,40.4653596489546
213235529,19206770,0,2019-10-10T16:30:00,"400 Block Mt Pleasant Rd Pittsburgh, PA 15214",Y,Northview Heights,1,99,3503(b.1) Criminal Trespass - Simple Trespasser,2609,1,1,-80.0019047608856,40.4798372205299
213291182,19207237,27,2019-10-11T08:55:00,"1700 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1413,5,3,-79.9231547045145,40.4379249093786
213291175,19207279,0,2019-10-08T22:30:00,"5500 Block Hobart St Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): Lostt Property,1413,5,3,-79.9302533959279,40.4319931802578
214048225,19216412,26,2019-10-23T16:15:00,"Sherwood Ave & Sheradan Blvd Pittsburgh, PA 15204",N,Sheraden,6,LURING CHILD INTO MOTOR VEHICLE,2910 Luring a Child into a Motor Vehicle.,2018,2,5,-80.0541727251908,40.4551437942218
214078648,19216918,99,2019-10-24T12:14:00,"4600 Block Browns Hill Rd Pittsburgh, PA 15217",Y,Squirrel Hill South,4,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1414,,,0,0
214213157,19218846,10,2019-10-26T23:50:00,"1500 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 5505 Public Drunkenness / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF",1702,3,3,-79.9833100173741,40.4286928036566
214233779,19219316,6,2019-10-27T15:32:00,"100 Block Hyman Pl Pittsburgh, PA 15213",N,Terrace Village,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,510,6,3,-79.9706240840632,40.4410691051351
214231015,19219225,6,2019-10-27T02:00:00,"1700 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1702,3,3,-79.9818723137217,40.4285931755253
214231652,19219235,99,2019-10-27T12:49:00,"1500 Block Letort St Pittsburgh, PA 15212",N,Brighton Heights,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2703,1,1,-80.0373424951578,40.4800010774802
214231903,19217700,10,2019-10-25T12:58:00,"600 Block Rising Main Ave Pittsburgh, PA 15212",N,Fineview,1,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2509,,,0,0
214234527,19219355,0,2019-10-27T16:41:00,"20 Block Market Sq Pittsburgh, PA 15222",N,Central Business District,2,99,9994 PFA Service,201,6,6,-80.0020026636299,40.4409453621515
214238207,19219375,3,2019-10-27T17:03:00,"1200 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,ROBBERY,3701 Robbery.,2901,4,3,-79.9901999851368,40.4040717030521
214238221,19219434,10,2019-10-27T18:30:00,"1400 Block Forsythe St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 9501 Bench Warrant,2715,,,0,0
214238436,19219502,0,2019-10-27T20:00:00,Zone 4,N,,4,99,6320(a) Sexual Exploitation of Children,,,,,
213710203,19212550,99,2019-10-18T09:51:00,"700 Block Mercer St Pittsburgh, PA 15219",N,Crawford-Roberts,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),305,,,0,0
213967289,19216110,99,2019-10-23T08:02:00,"2600 Block Railroad St Pittsburgh, PA 15222",N,Strip District,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),203,,,0,0
214047708,19216788,0,2019-10-24T08:15:00,"300 Block Richey Ave Pittsburgh, PA 15214",N,Perry North,1,99,9999 9999 - (Misc. Incident): ,2607,1,1,-80.0129282423993,40.4869660120751
-2983020493,19216930,27,2019-10-24T08:00:00,"200 Block Moore Ave Pittsburgh, PA 15210",N,Knoxville,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,3001,3,5,-79.9904119074762,40.411391761096
213009823,19204330,11,2019-10-07T14:05:00,"2000 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,CREDIT CARDS,4106 Access Device Fraud,1702,3,3,-79.9775107965358,40.4283181874135
213027913,19205041,6,2019-10-08T13:00:00,"200 Block Cowan St Pittsburgh, PA 15211",N,Mount Washington,3,THEFT FROM AUTO,3934 Theft from Vehicle,1914,2,5,-80.0101541361571,40.4280244002818
213035355,19205085,14,2019-10-07T13:00:00,"200 Block N Linden Ave Pittsburgh, PA 15208",N,Point Breeze North,4,CRIM MISCHIEF,3304 Criminal Mischief.,1405,8,3,-79.911582007245,40.4518631832961
213041074,19205086,27,2019-10-05T16:49:00,"Liberty Brg & Blvd of the Allies Pittsburgh, PA 15219",N,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3736 Reckless Driving,201,,,0,0
213050126,19205168,11,2019-10-08T00:01:00,"7100 Block Jonathan St Pittsburgh, PA 15208",N,Point Breeze North,4,IDENTITY THEFT,4120 Identity Theft,1405,,,0,0
213058784,19205117,6,2019-10-06T12:00:00,"200 Block Kohen St Pittsburgh, PA 15234",N,Overbrook,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,3207,4,5,-80.0027987725584,40.3852083947964
213060352,19205083,14,2019-10-08T00:01:00,"2100 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief.,1609,3,3,-79.9760719669211,40.4283146103025
213060803,19205164,0,2019-10-05T00:01:00,"200 Block JHF Dr Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): ,1414,5,3,-79.9202326268656,40.4132415078398
213061382,19204982,0,2019-10-08T11:30:00,"700 Block Fordham St Pittsburgh, PA 15226",N,Brookline,6,99,9999 9999 - (Misc. Incident): ,1918,4,5,-80.0245454829902,40.3923880436619
213298237,19207041,0,2019-10-11T00:10:00,"S 14th St & E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,99,601.16 Public Urination And Defecation,1702,3,3,-79.9841490514312,40.42880715024
213505617,19210537,14,2019-10-15T15:00:00,"Stevenson St & Colwell St Pittsburgh, PA 15219",N,Central Business District,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,201,6,6,-79.9863982587178,40.4393723347936
213702940,19212558,10,2019-10-18T09:59:00,"32nd St & Penn Ave Pittsburgh, PA 15201",Y,Strip District,2,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace ,203,7,6,-79.9699523341658,40.460779711772
214254319,19219699,99,2019-10-28T04:22:00,"4100 Block Foster St Pittsburgh, PA 15201",N,Central Lawrenceville,2,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,901,,,0,0
214258259,19219742,9,2019-10-28T06:44:00,"400 Block Wood St Pittsburgh, PA 15222",Y,Central Business District,2,FORGERY,4101 Forgery. / 5505 Public Drunkenness,201,6,6,-80.0010801398374,40.4394331511613
214266989,19219747,27,2019-10-27T03:06:00,"200 Block General Robinson St E Pittsburgh, PA 15212",N,North Shore,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2205,1,6,-80.0054731323716,40.4483810771622
214279916,19219869,14,2019-10-28T11:07:00,"400 Block Princeton Pl Pittsburgh, PA 15206",N,East Liberty,5,CRIM MISCHIEF,3304 Criminal Mischief.,1115,,,0,0
213193611,19206495,0,2019-10-10T09:40:00,"300 Block N Braddock Ave Pittsburgh, PA 15208",N,Point Breeze North,4,99,9999 9999 - (Misc. Incident): Psych call and phone ping,1405,9,2,-79.8928013971768,40.4496546331193
213198606,19206532,6,2019-10-10T08:00:00,"1000 Block Progress St Pittsburgh, PA 15212",N,Troy Hill,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2406,1,1,-79.9913653881785,40.4542090230554
-3346004809,19216189,6,2019-10-23T09:00:00,"6700 Block Thomas Blvd Pittsburgh, PA 15208",N,Point Breeze North,4,THEFT FROM AUTO,3934 Theft from Vehicle,1405,9,2,-79.9113892120973,40.4546296288153
214002360,19216361,9,2019-10-22T19:45:00,"4700 Block Baum Blvd Pittsburgh, PA 15213",N,Bloomfield,5,FORGERY,4101 Forgery. / 3922 Theft by Deception.,804,,,0,0
214026286,19216532,6,2019-10-23T20:00:00,"6500 Block Meadow St Pittsburgh, PA 15206",N,Larimer,5,THEFT FROM AUTO,3934 Theft from Vehicle / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,1204,9,2,-79.9112063255701,40.4619794649971
213419064,19209610,0,2019-10-14T12:14:00,"2500 Block Brighton Rd Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9993 PFA Service with Weapons Supplement,2704,6,1,-80.0250097143295,40.4669232988223
-3281007857,19210284,6,2019-10-15T09:10:00,"2300 Block Valera St Pittsburgh, PA 15210",N,Carrick,3,THEFT FROM AUTO,3934 Theft from Vehicle,2904,4,3,-79.9874099595446,40.387941860745
-3354001492,19210292,14,2019-10-13T09:30:00,"500 Block Saline St Pittsburgh, PA 15207",N,Greenfield,4,CRIM MISCHIEF,3304 Criminal Mischief.,1516,,,0,0
-3348001955,19210275,6,2019-10-15T09:30:00,"3700 Block Bigelow Blvd Pittsburgh, PA 15213",N,North Oakland,2,THEFT FROM AUTO,3934 Theft from Vehicle,507,6,3,-79.9565938257476,40.4581358715132
-3281007876,19210280,6,2019-10-15T07:15:00,"100 Block Belplain St Pittsburgh, PA 15227",N,Carrick,3,THEFT FROM AUTO,3934 Theft from Vehicle,2904,4,3,-79.9805025958938,40.3853430354061
213493775,19210390,6,2019-10-14T16:29:00,"500 Block Penn Ave Pittsburgh, PA 15222",N,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,7,2,-79.9435820869511,40.464893357809
213821116,19214625,14,2019-10-21T06:35:00,"2400 Block Charcot St Pittsburgh, PA 15210",Y,Arlington,3,CRIM MISCHIEF,3304 Criminal Mischief.,1603,3,3,-79.9729208506068,40.4168769290389
214123700,19217583,0,2019-10-23T18:15:00,"400 Block Moore Ave Pittsburgh, PA 15210",Y,Knoxville,3,99,"5532(a)(3) Neglect of Animals - Neglect of Animals, Vet Care",3001,3,5,-79.9951527857208,40.4120060395247
213107206,19205754,0,2019-10-09T10:45:00,"200 Block Kennedy Ave Pittsburgh, PA 15214",N,Perry South,1,99,9993 PFA Service with Weapons Supplement,2615,1,1,-80.0104557224723,40.4742894304883
214097089,19216611,10,2019-10-23T22:15:00,"2800 Block Wadlow St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,SIMPLE ASSAULT,2701 Simple Assault.,2715,1,1,-80.0284942359188,40.4701551175459
214103659,19217198,3,2019-10-24T18:55:00,"2400 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,ROBBERY,3701 Robbery.,2904,4,3,-79.9835557643587,40.3869345976777
214108266,19217438,10,2019-10-25T03:30:00,"400 Block Antenor Ave Pittsburgh, PA 15210",Y,Carrick,3,SIMPLE ASSAULT,2701 Simple Assault.,2904,4,3,-79.9893434327525,40.3854750790671
214108781,19217417,18,2019-10-25T03:37:00,"1200 Block Banksville Rd Pittsburgh, PA 15216",Y,Banksville,6,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 4303 General Lighting Requirements. / 1543 Driving While Operating Privilege is Suspended or Revoked.,2023,2,5,-80.0298102552281,40.4182737797489
214241662,19219543,6,2019-10-27T16:00:00,"600 Block Griffin St Pittsburgh, PA 15211",Y,Mount Washington,3,THEFT FROM AUTO,3934 Theft from Vehicle,1915,4,5,-80.0116831171338,40.4217970738296
214273817,19219808,6,2019-10-28T09:38:00,"400 Block N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1115,9,2,-79.9221749446935,40.4651657848127
-2983020561,19219863,6,2019-10-27T06:00:00,"S 16th St & Bingham St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1702,3,3,-79.9826875665382,40.4294875442635
214281185,19219902,6,2019-10-28T05:00:00,"400 Block Oneida St Pittsburgh, PA 15211",N,Duquesne Heights,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1911,2,5,-80.0208128749704,40.4327373175295
214283992,19219969,99,2019-10-28T13:20:00,"600 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,FOUND PROPERTY,9489 Found Property,201,6,6,-80.0016237646793,40.4417809547139
-3390000259,19219994,5,2019-10-28T08:00:00,"300 Block 38th St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,BURGLARY,3502 Burglary.,603,7,2,-79.961374666721,40.464114506169
214300647,19220089,6,2019-10-28T16:31:00,"Proctor Way Pittsburgh, PA 15210",N,Allentown,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1803,,,0,0
-3376001103,19220207,0,2019-10-28T16:35:00,"2900 Block Brownsville Rd Pittsburgh, PA 15210",Y,Carrick,3,99,2709.A1 HARASSMENT SUBJECT OTHER TO PHYSICAL CONTACT,2902,4,3,-79.9769380273535,40.3823647433724
214310693,19220308,99,2019-10-28T21:10:00,"1400 Block Eckert St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2715,1,1,-80.0324771320877,40.4715360646098
214310723,19220326,23,2019-10-28T21:30:00,"Steuben St & Planet St Pittsburgh, PA 15220",Y,West End,6,PUBLIC DRUNKENESS,5505 Public Drunkenness,2019,2,5,-80.0354435760313,40.4416728169848
214313758,19220392,4,2019-10-28T23:33:00,"2600 Block Brighton Rd Pittsburgh, PA 15212",N,Marshall-Shadeland,1,AGG-ASSAULT,2702 Aggravated Assault.,2715,6,1,-80.0251806578573,40.4680938290671
213290357,19207265,6,2019-10-11T06:30:00,"1100 Block Washington Blvd Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1203,9,2,-79.9076650396476,40.4657610034325
213460929,19210248,99,2019-10-15T08:02:00,"South Side Ave & Sunset Ave Pittsburgh, PA 15212",N,Spring Hill-City View,1,FOUND PROPERTY,9489 Found Property,2620,1,1,-79.9992758119609,40.4695021356625
213475921,19210314,6,2019-10-15T09:10:00,"6000 Block Bunkerhill St Pittsburgh, PA 15206",N,Highland Park,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1106,7,2,-79.9159381771399,40.478194415859
214096877,19217040,6,2019-10-24T14:58:00,"1800 Block Ringwalt St Pittsburgh, PA 15216",N,Beechview,6,THEFT FROM AUTO,3934 Theft from Vehicle,1920,4,5,-80.0194868644652,40.4075476623773
214097238,19217166,6,2019-10-24T15:00:00,"1800 Block Fairacres Ave Pittsburgh, PA 15216",N,Beechview,6,THEFT FROM AUTO,3934 Theft from Vehicle,1920,,,0,0
214097784,19217167,26,2019-10-24T15:53:00,"1800 Block Fairacres Ave Pittsburgh, PA 15216",N,Beechview,6,OBST ADM LAW /OTHR GOVT FUNCTN,5101 Obstructing Admin. of Law ,1920,,,0,0
214100779,19217195,27,2019-10-24T18:57:00,"Baum Blvd & N Craig St Pittsburgh, PA 15213",N,North Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,507,6,3,-79.9533372673389,40.4540016585049
214101981,19217281,0,2019-10-24T21:07:00,"50 Block Montgomery Pl Pittsburgh, PA 15212",Y,Allegheny Center,1,99,9998 Overdose Other,2204,1,1,-80.0049643611736,40.4548112586575
214103900,19217123,0,2019-10-24T16:40:00,"2100 Block Park Hill Dr Pittsburgh, PA 15221",N,East Hills,5,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): Physical Domestic in Mckees Rocks,1306,9,2,-79.8740246842376,40.4529606359974
214106320,19217262,21,2019-10-24T20:45:00,"Morewood Ave & Wallingford St Pittsburgh, PA 15213",Y,Shadyside,4,DUI - DRUG - IMPAIRED ABILITY,3802(d)(2) DUI - Drug - Impaired Ability / 3714 Careless Driving,709,8,2,-79.9439026726718,40.4530937732315
214106707,19213884,10,2019-10-20T02:26:00,"6100 Block Spirit St Pittsburgh, PA 15206",Y,Shadyside,4,SIMPLE ASSAULT,2701 Simple Assault.,708,8,2,-79.9235312106605,40.4596095610586
214107552,19217389,14,2019-10-25T01:37:00,"Stanton Ave & N Negley Ave Pittsburgh, PA 15206",Y,Highland Park,5,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 3802(a)(1) DUI - General Impairment / 1543 Driving While Operating Privilege is Suspended or Revoked.,1102,9,2,-79.9262808275083,40.4715301124143
214120839,19217002,14,2019-10-24T14:36:00,"1800 Block Fox Way Pittsburgh, PA 15203",Y,South Side Flats,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1702,3,3,-79.9803907627409,40.4301167369165
213409910,19209544,6,2019-10-14T02:00:00,"1400 Block Squirrel Hill Ave Pittsburgh, PA 15217",N,Squirrel Hill North,4,THEFT FROM AUTO,3934 Theft from Vehicle,1401,8,3,-79.9334506298471,40.4410056008287
213722401,19208615,14,2019-10-13T00:30:00,"300 Block North Shore Dr Pittsburgh, PA 15212",Y,North Shore,1,CRIM MISCHIEF,3304 Criminal Mischief. / 5505 Public Drunkenness / 5503 Disorderly Conduct.,2205,1,1,-80.0096338538371,40.4549104336875
213555333,19211084,4,2019-10-16T08:46:00,"Oakland/ Squirrel Hill Pittsburgh, PA ",N,North Oakland,4,AGG-ASSAULT,2702 Aggravated Assault.,507,,,0,0
213724763,19212807,10,2019-10-06T19:10:00,"300 Block E North Ave Pittsburgh, PA 15212",N,Central North Side,1,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2206,,,-79.8427960425285,40.4125315408834
214133451,19217634,0,2019-10-25T11:17:00,"6600 Block Frankstown Ave Pittsburgh, PA 15206",N,Larimer,5,99,9999 9999 - (Misc. Incident): drugs recovered by staff at Forbes Rehab Center,1208,9,2,-79.9108848683371,40.4592284089625
214137525,19217365,0,2019-10-25T00:40:00,"200 Block Atwood St Pittsburgh, PA 15213",Y,Central Oakland,4,99,6310.3(a) Carrying a False Identification Card; under 21 to obtain liquor,405,,,0,0
214142759,19216997,26,2019-10-24T14:30:00,"46th St & Butler St Pittsburgh, PA 15201",N,Central Lawrenceville,2,CRUELTY TO ANIMALS,5511 Cruelty to Animals.,901,7,2,-79.9588108377738,40.4728256690695
214155781,19217934,0,2019-10-25T17:30:00,"500 Block Lenora St Pittsburgh, PA 15206",N,Larimer,5,99,9999 9999 - (Misc. Incident): Landlord Tennant Dipute,1204,9,2,-79.9154242492905,40.4661533406728
